--------- beginning of system
10-30 21:34:46.088  1437  2040 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.CHANGE_WIFI_STATE in package: com.uwz.ihrork at: Binary XML file line #77
10-30 21:34:46.088  1437  2040 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.CHANGE_NETWORK_STATE in package: com.uwz.ihrork at: Binary XML file line #78
10-30 21:34:46.088  1437  2040 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.WRITE_EXTERNAL_STORAGE in package: com.uwz.ihrork at: Binary XML file line #79
10-30 21:34:46.088  1437  2040 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.WRITE_EXTERNAL_STORAGE in package: com.uwz.ihrork at: Binary XML file line #82
10-30 21:34:46.088  1437  2040 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.MOUNT_UNMOUNT_FILESYSTEMS in package: com.uwz.ihrork at: Binary XML file line #83
10-30 21:34:46.088  1437  2040 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.INTERNET in package: com.uwz.ihrork at: Binary XML file line #84
10-30 21:34:46.088  1437  2040 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.ACCESS_NETWORK_STATE in package: com.uwz.ihrork at: Binary XML file line #85
10-30 21:34:46.088  1437  2040 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.CHANGE_CONFIGURATION in package: com.uwz.ihrork at: Binary XML file line #86
10-30 21:34:46.088  1437  2040 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.READ_SMS in package: com.uwz.ihrork at: Binary XML file line #87
10-30 21:34:46.088  1437  2040 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.SEND_SMS in package: com.uwz.ihrork at: Binary XML file line #88
10-30 21:34:46.088  1437  2040 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.RECEIVE_SMS in package: com.uwz.ihrork at: Binary XML file line #89
10-30 21:34:46.088  1437  2040 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.READ_PHONE_STATE in package: com.uwz.ihrork at: Binary XML file line #90
10-30 21:34:46.088  1437  2040 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.ACCESS_COARSE_LOCATION in package: com.uwz.ihrork at: Binary XML file line #91
10-30 21:34:46.088  1437  2040 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.CHANGE_NETWORK_STATE in package: com.uwz.ihrork at: Binary XML file line #92
10-30 21:34:46.088  1437  2040 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.CHANGE_WIFI_STATE in package: com.uwz.ihrork at: Binary XML file line #93
10-30 21:34:46.088  1437  2040 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.ACCESS_WIFI_STATE in package: com.uwz.ihrork at: Binary XML file line #94
10-30 21:34:46.088  1437  2040 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.WRITE_APN_SETTINGS in package: com.uwz.ihrork at: Binary XML file line #95
10-30 21:34:46.088  1437  2040 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.VIBRATE in package: com.uwz.ihrork at: Binary XML file line #96
10-30 21:34:46.088  1437  2040 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.WRITE_SETTINGS in package: com.uwz.ihrork at: Binary XML file line #97
10-30 21:34:46.088  1437  2040 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.GET_TASKS in package: com.uwz.ihrork at: Binary XML file line #99
10-30 21:34:46.088  1437  2040 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.ACCESS_COARSE_LOCATION in package: com.uwz.ihrork at: Binary XML file line #100
10-30 21:34:46.088  1437  2040 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.VIBRATE in package: com.uwz.ihrork at: Binary XML file line #101
10-30 21:34:46.088  1437  2040 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.READ_PHONE_STATE in package: com.uwz.ihrork at: Binary XML file line #104
10-30 21:34:46.088  1437  2040 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.WRITE_EXTERNAL_STORAGE in package: com.uwz.ihrork at: Binary XML file line #105
10-30 21:34:46.088  1437  2040 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.READ_EXTERNAL_STORAGE in package: com.uwz.ihrork at: Binary XML file line #106
10-30 21:34:46.088  1437  2040 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: com.android.launcher.permission.INSTALL_SHORTCUT in package: com.uwz.ihrork at: Binary XML file line #107
10-30 21:34:46.088  1437  2040 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.ACCESS_NETWORK_STATE in package: com.uwz.ihrork at: Binary XML file line #108
10-30 21:34:46.112  1437  1671 W PackageManager: Failed registering loading progress callback. Package is fully loaded.
10-30 21:34:46.117  1437  1671 W WindowMagnificationMgr: requestConnection duplicated request: connect=false, mConnectionState=DISCONNECTED
10-30 21:34:46.138  1437  1846 I PackageManager: Integrity check passed for file:///data/app/vmdl1989523702.tmp
10-30 21:34:46.150  1437  1846 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.INTERNET in package: com.uwz.ihrork at: Binary XML file line #16
10-30 21:34:46.150  1437  1846 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.WRITE_EXTERNAL_STORAGE in package: com.uwz.ihrork at: Binary XML file line #33
10-30 21:34:46.150  1437  1846 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.INTERNET in package: com.uwz.ihrork at: Binary XML file line #35
10-30 21:34:46.151  1437  1846 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.READ_EXTERNAL_STORAGE in package: com.uwz.ihrork at: Binary XML file line #36
10-30 21:34:46.151  1437  1846 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.WRITE_EXTERNAL_STORAGE in package: com.uwz.ihrork at: Binary XML file line #37
10-30 21:34:46.151  1437  1846 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.SEND_SMS in package: com.uwz.ihrork at: Binary XML file line #38
10-30 21:34:46.151  1437  1846 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.READ_SMS in package: com.uwz.ihrork at: Binary XML file line #39
10-30 21:34:46.151  1437  1846 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.RECEIVE_SMS in package: com.uwz.ihrork at: Binary XML file line #40
10-30 21:34:46.151  1437  1846 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.WRITE_SMS in package: com.uwz.ihrork at: Binary XML file line #41
